ASMID,SPECIES,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
GCA_000611695.1_RhzM_1.0,Rhizomucor miehei CAU432,CAU432,PRJNA66605,1031333,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Lichtheimiaceae,Rhizomucor,Rhizomucor miehei,FD50F00E
GCA_900175165.2_FCH_5_7,Rhizomucor pusillus,,PRJEB17639,4840,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Lichtheimiaceae,Rhizomucor,Rhizomucor pusillus,F821907F
GCA_015698045.1_RCL21,Rhizophagus clarus,HR1,PRJDB8680,94130,mucoromycota,Mucoromycota,,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus clarus,F4166311
GCF_026210795.1_ASM2621079v1,Rhizophagus irregularis,DAOM-197198,PRJNA885267,588596,mucoromycota,Mucoromycota,,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus irregularis,FDB574B3
GCA_019425655.1_ASM1942565v1,Rhizophagus prolifer,CMCC_AM-1901,PRJNA392539,2650738,mucoromycota,Mucoromycota,,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus prolifer,FE9449CC
GCA_021464375.1_ASM2146437v1,Rhizophagus sp. LPA8_1_AMF,LPA8_1_AMF,PRJNA670049,2792439,mucoromycota,Mucoromycota,,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus sp. LPA8_1_AMF,F104509E
GCA_021464405.1_ASM2146440v1,Rhizophagus sp. LPA8_3_AMF,LPA8_3_AMF,PRJNA670049,2792440,mucoromycota,Mucoromycota,,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus sp. LPA8_3_AMF,FFE1A4F3
GCA_021464525.1_ASM2146452v1,Rhizophagus sp. LPA8_4_AMF,LPA8_4_AMF,PRJNA670049,2792441,mucoromycota,Mucoromycota,,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus sp. LPA8_4_AMF,F98F21B5
GCA_003549995.1_ASM354999v1,Rhizophagus sp. MUCL 43196,MUCL 43196,PRJNA430014,1803374,mucoromycota,Mucoromycota,,Glomeromycetes,,Glomerales,Glomeraceae,Rhizophagus,Rhizophagus sp. MUCL 43196,F4AB221D
GCA_027596075.1_ASM2759607v1,Rhizophlyctis rosea,JEL0764,PRJNA619747,64517,fungi,Chytridiomycota,,Chytridiomycetes,,Rhizophlyctidales,Rhizophlyctidaceae,Rhizophlyctis,Rhizophlyctis rosea,FBDB2FE6
GCA_002995455.1_Bonito1a_Rhifus_1.0,Rhizopogon fuscorubens,AM-Bonito1a,PRJNA436024,87122,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon fuscorubens,FC61FA4C
GCA_002994995.1_Trappe36296_Rhihaw_1.0,Rhizopogon hawkerae,AM-Trappe36296,PRJNA436024,98233,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon hawkerae,F943BB85
GCA_002994865.1_Trappe36302_Rhipar_1.0,Rhizopogon parksii,AM-Trappe36302,PRJNA436024,87126,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon parksii,FE90E39F
GCA_930272055.1_Rhizopogon_roseolus_Mykothek_Nr_97.03_genome,Rhizopogon roseolus,Mykothek Nr 97.03,PRJEB50709,90004,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon roseolus,F7D6D147
GCA_002995055.1_MX12-043c_Rhirud_1.0,Rhizopogon rudus,AM-MX12-043c,PRJNA436024,181343,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon rudus,FF8B176D
GCA_029603245.1_Rhisa1,Rhizopogon salebrosus TDB-379,TDB-379,PRJNA333299,632084,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon salebrosus,F1842703
GCA_002995095.1_CA11-027_RhiSpnov_1.0,Rhizopogon sp. AM-2018a,AM-CA11-027,PRJNA436024,2107715,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon sp. AM-2018a,FC138680
GCA_001882365.1_Rves_AM-OR11-056_1.0,Rhizopogon vesiculosus,AM-OR11-056,PRJNA313117,180088,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon vesiculosus,F8C4B53F
GCA_002995315.1_UT12-148a_Rhivil_1.0,Rhizopogon villosulus,AM-UT12-148a,PRJNA436024,80599,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon villosulus,F6B50830
GCA_001658105.1_Rhivi1,Rhizopogon vinicolor AM-OR11-026,AM-OR11-026,PRJNA196085,1314800,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon vinicolor,FD16285E
GCA_002995295.1_UT12-125_Rhivul_1.0,Rhizopogon vulgaris,AM-UT12-125,PRJNA436024,36057,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Rhizopogonaceae,Rhizopogon,Rhizopogon vulgaris,F583192E
GCA_024220505.1_ASM2422050v1,Rhizopus arrhizus,Y5,PRJNA814049,64495,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus arrhizus,F935C968
GCA_003325435.1_Razy_CA,Rhizopus azygosporus,CBS 357.93,PRJNA418064,86630,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus azygosporus,FFD9DFE7
GCA_000149305.1_RO3,Rhizopus delemar RA 99-880,RA 99-880,PRJNA13066,246409,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus delemar,F1837E65
GCF_002708625.1_Rhimi1_1,Rhizopus microsporus ATCC 52813,ATCC 52813,PRJNA205957,1340429,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus microsporus,F8031B74
GCA_025529335.1_ASM2552933v1,Rhizopus sp. PT2906,PT2906,PRJNA833221,2950514,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus sp. PT2906,F6BBF1CA
GCA_000697035.1_RhiStoB9770-1.0,Rhizopus stolonifer B9770,B9770,PRJNA184886,1274793,mucoromycota,Mucoromycota,,Mucoromycetes,,Mucorales,Rhizopodaceae,Rhizopus,Rhizopus stolonifer,F41B6D63
GCA_964106605.1_gdRhiKalk1.hap1.1,Rhizosphaera kalkhoffii,,PRJEB73946;PRJEB76005,57485,dikarya,Ascomycota,,Dothideomycetes,,Dothideales,Dothideaceae,Rhizosphaera,Rhizosphaera kalkhoffii,F2BF8CFA
GCA_015501585.1_Rhobut1_1,Rhodocollybia butyracea,AH 40177,PRJNA333300,206335,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Omphalotaceae,Rhodocollybia,Rhodocollybia butyracea,F81354A2
GCF_022264815.1_Fomros1,Rhodofomes roseus,CIRM-BRFM 1785,PRJNA444024,34475,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Fomitopsidaceae,Rhodofomes,Rhodofomes roseus,FE84655C
GCA_034387635.1_ASM3438763v1,Rhodosporidiobolus odoratus,XQR,PRJNA874295,168509,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus odoratus,F3DBC1AA
GCA_029873605.1_ASM2987360v1,Rhodosporidiobolus sp. SP3-3_4,SP3-3_4,PRJNA925116,3021964,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus sp. SP3-3_4,F97DD52B
GCA_920104245.2_Hybrid_genome_assembly_and_annotation,Rhodotorula babjevae,CBS 7808,PRJEB48745,86837,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula babjevae,FB9D5AB7
GCA_006352295.1_UMAN_Rdio_1.0,Rhodotorula diobovata,UCD-FST 08-225,PRJNA473833,5288,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula diobovata,F38A1400
GCA_037974285.1_ASM3797428v1,Rhodotorula glutinis,QYH-2023,PRJNA1045382,5535,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula glutinis,FE4BBF15
GCF_001329695.1_Rhoba1_1,Rhodotorula graminis WP1,WP1,PRJNA32711,578459,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula graminis,F8663704
GCA_019926025.1_ASM1992602v1,Rhodotorula kratochvilovae,YM25235,PRJNA739038,86836,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula kratochvilovae,FBDFCC93
GCA_034406715.1_ASM3440671v1,Rhodotorula mucilaginosa,GDMCC2.30,PRJNA1034680,5537,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula mucilaginosa,F3D59DF9
GCA_036244875.1_ASM3624487v1,Rhodotorula paludigena,BS15,PRJDB12604,86838,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula paludigena,F35A511F
GCA_038381065.1_ASM3838106v1,Rhodotorula sp. BUB8,BUB8,PRJNA1051797,3107920,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. BUB8,FC471836
GCA_021654155.1_ASM2165415v1,Rhodotorula sp. CC01,CC01,PRJNA796258,2909583,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. CC01,F5E48ABB
GCA_005059875.1_ASM505987v1,Rhodotorula sp. CCFEE 5036,CCFEE 5036,PRJNA342238,1965284,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. CCFEE 5036,F59C040A
GCA_030867695.1_ASM3086769v1,Rhodotorula sp. CP72-2,CP72-2,PRJNA938253,3031063,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. CP72-2,F609CFF7
GCA_001914285.1_FNED7-bin-22,Rhodotorula sp. FNED7-22,FNED7-22,PRJNA354502,1928479,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. FNED7-22,FA9AF733
GCA_001541205.1_Rhosp1,Rhodotorula sp. JG-1b,JG-1b,PRJNA195770,1305733,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. JG-1b,F8C33FE9
GCA_023628275.1_ASM2362827v1,Rhodotorula sp. M30-05A-2,M30-05A-2,PRJNA833221,2939542,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. M30-05A-2,FBE2CBDC
GCA_028828645.1_ASM2882864v1,Rhodotorula sp. PL61-2,PL61-2,PRJNA916391,3017170,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. PL61-2,F4105AA8
GCA_023628235.1_ASM2362823v1,Rhodotorula sp. S30-09,S30-09,PRJNA833221,2939543,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. S30-09,FD738BD6
GCA_019059545.1_ASM1905954v1,Rhodotorula sp. VS67,VS67,PRJNA727621,2834069,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. VS67,F5EF8781
GCA_009806315.1_ASM980631v1,Rhodotorula sp. ZM1,ZM1,PRJNA486254,2302991,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sp. ZM1,F8C932C2
GCA_024713535.1_ASM2471353v1,Rhodotorula sphaerocarpa,GDMCC 60679,PRJNA862326,86839,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sphaerocarpa,F06D32B5
GCA_002922495.1_ASM292249v1,Rhodotorula taiwanensis,MD1149,PRJNA352283,741276,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula taiwanensis,FE6A7FE5
GCF_000320785.1_RHOziaDV1.0,Rhodotorula toruloides NP11,NP11,PRJNA169538,1130832,dikarya,Basidiomycota,,Microbotryomycetes,,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula toruloides,F0A81658
GCA_900074905.1_version_1,Rhynchosporium agropyri,04CH-RAC-A.6.1,PRJEB12900,914238,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium agropyri,FDFEC69F
GCA_900074885.1_version_1,Rhynchosporium commune,UK7,PRJEB12897,914237,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium commune,F9389B09
GCA_900074895.1_version_1,Rhynchosporium secalis,02CH4-6a.1,PRJEB12899,38038,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Ploettnerulaceae,Rhynchosporium,Rhynchosporium secalis,F691E714
GCA_033297075.1_Poddec1,Rhypophila decipiens,PSN293,PRJNA953070,261697,dikarya,Ascomycota,,Sordariomycetes,,Sordariales,Naviculisporaceae,Rhypophila,Rhypophila decipiens,F48F6EB1
GCA_000467735.1_ASM46773v1,Rhytidhysteron rufulum CBS 306.38,CBS 306.38,PRJNA81799,1136865,dikarya,Ascomycota,,Dothideomycetes,,Hysteriales,Hysteriaceae,Rhytidhysteron,Rhytidhysteron rufulum,FA3E7180
GCA_004355085.1_Ricmel1,Rickenella mellea,SZMC22713,PRJNA334780,50990,dikarya,Basidiomycota,,Agaricomycetes,,Hymenochaetales,Rickenellaceae,Rickenella,Rickenella mellea,FF2044E9
GCA_040938115.1_ASM4093811v1,Rigidonotus glomeratus,Yunnan,PRJNA1100642,120825,dikarya,Basidiomycota,,Agaricomycetes,,Hymenochaetales,Hymenochaetaceae,Rigidonotus,Rigidonotus glomeratus,FC9C2394
GCA_964187995.1_gfRipTric1.1,Ripartites tricholoma,,PRJEB65400;PRJEB76702,230827,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Tricholomataceae,Ripartites,Ripartites tricholoma,F7475F69
GCA_029378245.1_Rorror1,Roridomyces roridus,9284,PRJNA538199,1738132,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Mycenaceae,Roridomyces,Roridomyces roridus,FCB42474
GCA_021209875.1_ASM2120987v1,Rosellinia necatrix,R18_UHMW+HMW,PRJNA727191,77044,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Rosellinia,Rosellinia necatrix,F76B6AF8
GCA_038090415.1_NY1194094-Rossbeevera-mucosa,Rossbeevera mucosa,NY1194094,PRJNA1022813,3095523,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Rossbeevera,Rossbeevera mucosa,F1225DC4
GCA_038090155.1_NY2072539-Rossbeevera-pachydermis,Rossbeevera pachydermis,NY2072539,PRJNA1022813,1325520,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Rossbeevera,Rossbeevera pachydermis,FF860EEE
GCA_022497145.1_Roster1,Rostrohypoxylon terebratum,CBS 119137,PRJNA567568,392036,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Hypoxylaceae,Rostrohypoxylon,Rostrohypoxylon terebratum,FA365FF4
GCA_000442015.1_Rozella_k41_t100,Rozella allomycis CSF55,CSF55,PRJNA81749,988480,fungi,Cryptomycota,,,,,,Rozella,Rozella allomycis,F17255EC
GCA_038093575.1_KM192148-Rubinoboletus-rubinus,Rubinoboletus rubinus,KM192148,PRJNA1022813,676150,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Rubinoboletus,Rubinoboletus rubinus,F0CF8D08
GCA_038091165.1_MICH24411-Boletus-pulcherrimus,Rubroboletus pulcherrimus,MICH24411,PRJNA1022813,1751885,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Rubroboletus,Rubroboletus pulcherrimus,F16C71CA
GCA_038091115.1_MICH254748-Rubroboletus-rhodosanguineus,Rubroboletus rhodosanguineus,MICH254748,PRJNA1022813,1354910,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Rubroboletus,Rubroboletus rhodosanguineus,F1EE54A5
GCA_038090635.1_MICH61460-Boletus-satanas,Rubroboletus satanas,MICH61460,PRJNA1022813,5370,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Rubroboletus,Rubroboletus satanas,F88F6469
GCA_038093855.1_DLT08-049-Rugiboletus-extremiorientale,Rugiboletus extremiorientalis,TRTC161168,PRJNA1022813,1603060,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Rugiboletus,Rugiboletus extremiorientalis,F3616C3A
GCA_023509875.1_ASM2350987v1,Rugonectria rugulosa,CBS 126565,PRJNA826071,144049,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Rugonectria,Rugonectria rugulosa,FA013EA4
GCA_018221805.1_ASM1822180v1,Rugosomyces carneus,D47,PRJNA417766,1611796,dikarya,Basidiomycota,,Agaricomycetes,,Agaricales,Tricholomataceae,Rugosomyces,Rugosomyces carneus,F3EB814B
GCA_011316305.1_ASM1131630v1,Rusavskia elegans,YAF01,PRJNA511131,88742,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Rusavskia,Rusavskia elegans,F5327486
GCA_003313715.1_ASM331371v1,Russula abietina,MG143,PRJNA454572,482377,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula abietina,F4E6FF8C
GCA_003313875.1_ASM331387v1,Russula aff. compacta,MG44,PRJNA454572,2017508,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula aff. compacta,F460FEF2
GCA_964199335.1_gfRusFari1.1,Russula aff. farinipes,,PRJEB63505;PRJEB77531,3163303,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula aff. farinipes,FC556231
GCA_022496225.1_Rusrug1,Russula aff. rugulosa BPL654,BPL654,PRJNA340738,1897646,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula aff. rugulosa BPL654,F10ECB7D
GCA_022496215.1_Rusbre1,Russula brevipes,BPL707,PRJNA331553,98861,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula brevipes,FCB61B2B
GCA_022376555.1_Ruscom1,Russula compacta,BPL669,PRJNA345704,40490,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula compacta,F3717A91
GCA_022376545.1_Rusdis1,Russula dissimulans,BPL704,PRJNA331554,258981,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula dissimulans,FDADFE3A
GCA_025769875.1_Rusear1,Russula earlei,BPL698,PRJNA571624,71964,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula earlei,F31E5B62
GCA_015178925.1_Ruseme1,Russula emetica,Prilba,PRJNA572472,152958,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula emetica,F2CF8559
GCA_003316565.1_ASM331656v1,Russula foetens,MG47,PRJNA454572,131541,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula foetens,F8616260
GCA_022884055.1_ASM2288405v1,Russula griseocarnosa,E138,PRJNA719232,466936,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula griseocarnosa,FB3BF340
GCA_003316425.1_ASM331642v1,Russula lepida,MG46,PRJNA454572,152963,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula lepida,FD6ACD86
GCA_015178965.1_Rusoch1,Russula ochroleuca,Prilba,PRJNA460404,152965,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula ochroleuca,F09BA05D
GCA_963926505.1_gfRusOliv1.1,Russula olivacea,,PRJEB66241;PRJEB72126,152966,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula olivacea,F3D49399
GCA_003313725.1_ASM331372v1,Russula sp. MG48,MG48,PRJNA454572,2175969,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula sp. MG48,F89FD719
GCA_022376525.1_Rusvin1,Russula vinacea,BPL710,PRJNA345707,517384,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula vinacea,F276E5A8
GCA_003316435.1_ASM331643v1,Russula virescens,MG14,PRJNA454572,71688,dikarya,Basidiomycota,,Agaricomycetes,,Russulales,Russulaceae,Russula,Russula virescens,F80A6CDA
GCA_002946425.1_ASM294642v1,Rutstroemia sp. NJR-2017a BBW,NJR-2017a BBW,PRJNA389323,2070414,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Rutstroemiaceae,Rutstroemia,Rutstroemia sp. NJR-2017a BBW,F7288317
GCA_002946415.1_ASM294641v1,Rutstroemia sp. NJR-2017a BVV2,NJR-2017a BVV2,PRJNA389323,2070413,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Rutstroemiaceae,Rutstroemia,Rutstroemia sp. NJR-2017a BVV2,F33D5E14
GCA_002946385.1_ASM294638v1,Rutstroemia sp. NJR-2017a WRK4,NJR-2017a WRK4,PRJNA389323,2070412,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Rutstroemiaceae,Rutstroemia,Rutstroemia sp. NJR-2017a WRK4,F4A05088
GCA_000812895.1_ASM81289v1,Rutstroemia sydowiana,CBS 115975,PRJNA254410,54687,dikarya,Ascomycota,,Leotiomycetes,,Helotiales,Rutstroemiaceae,Rutstroemia,Rutstroemia sydowiana,F77A1331
GCA_022345705.2_ASM2234570v2,Sabuloglossum arenarium,OHW4XY2QZN,PRJNA481554,1265596,dikarya,Ascomycota,,Geoglossomycetes,,Geoglossales,Geoglossaceae,Sabuloglossum,Sabuloglossum arenarium,F624A265
GCA_010015785.1_Sacpr1,Saccharata proteae CBS 121410,CBS 121410,PRJNA196072,1314787,dikarya,Ascomycota,,Dothideomycetes,,Botryosphaeriales,Saccharataceae,Saccharata,Saccharata proteae,FB16F25E
GCA_019431265.1_ASM1943126v1,Saccharomyces bayanus,FM677,PRJNA741321,4931,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces bayanus,F009C6B0
GCA_026225675.1_ASM2622567v1,Saccharomyces boulardii,KCTC 13826BP,PRJNA891108,252598,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces boulardii,F4ABBCDF
GCA_009665555.1_ASM966555v1,Saccharomyces cerevisiae x Saccharomyces eubayanus,yHQL630,PRJNA522928,1684324,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces eubayanus,F332EAA5
GCA_009667055.1_ASM966705v1,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces kudriavzevii x Saccharomyces uvarum,yHQL563,PRJNA522928,2528333,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces kudriavzevii x Saccharomyces uvarum,F7F61EE9
GCA_009666275.1_ASM966627v1,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces uvarum,yHAB34,PRJNA522928,1470621,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces uvarum,FDB8D0B0
GCA_030578135.1_HGU_ScerxSkud_CEG,Saccharomyces cerevisiae x Saccharomyces kudriavzevii,CEG,PRJNA941226,332112,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces kudriavzevii,FAA2C665
GCA_009666465.1_ASM966646v1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces eubayanus,yHQL560,PRJNA522928,2528332,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces eubayanus,F71EA977
GCA_013180725.1_ASM1318072v1,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces uvarum,CBS 2834,PRJNA522928,1431717,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces kudriavzevii x Saccharomyces uvarum,F91D2AA7
GCA_013180185.1_ASM1318018v1,Saccharomyces cerevisiae x Saccharomyces uvarum,Muri,PRJNA522928,489137,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae x Saccharomyces uvarum,F28E8ED8
GCF_001298625.1_SEUB3.0,Saccharomyces eubayanus,FM1318,PRJNA243390,1080349,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces eubayanus,F2E18913
GCA_009666385.1_ASM966638v1,Saccharomyces eubayanus x Saccharomyces uvarum,yHQL555,PRJNA522928,1911678,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces eubayanus x Saccharomyces uvarum,FDFD1660
GCA_900290405.1_SacJureiUoM1,Saccharomyces jurei,,PRJEB24816,1987369,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces jurei,F3BFAC65
GCF_947243775.1_Skud-IFO1802,Saccharomyces kudriavzevii IFO 1802,IFO1802,PRJEB57075,226230,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces kudriavzevii,F1C911DE
GCF_947241705.1_Smik-IFO1815,Saccharomyces mikatae IFO 1815,IFO1815,PRJEB57075,226126,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces mikatae,FA6ADBE6
GCF_002079055.1_ASM207905v1,Saccharomyces paradoxus,CBS432,PRJEB7245,27291,dikarya,Ascomycota,,Saccharomycetes,,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces paradoxus,FC145A84
